#ID;TIME;DOSE;ADDL;II;Y;YTYPE;CENS;CELL LINE;DOSE GROUP;DRUG;EXPERIMENT;TUMOR SIZE;BW
139;3;150;.;.;.;.;.;1;6.25;1;2;106.1705;23.5
139;4;.;.;.;.;.;.;1;6.25;1;2;205.35;22.5
139;4;143.75;2;1;.;.;.;1;6.25;1;2;205.35;22.5
139;7;.;.;.;.;.;.;1;6.25;1;2;355.743;22.6
139;7;143.75;1;1;.;.;.;1;6.25;1;2;355.743;22.6
139;9;.;.;.;.;.;.;1;6.25;1;2;380.7;22.8
139;9;143.75;1;1;.;.;.;1;6.25;1;2;380.7;22.8
139;9.992361111;.;.;.;0.952;1;1;1;6.25;1;2;380.7;22.8
139;11;.;.;.;.;.;.;1;6.25;1;2;405;21.7
139;11;137.5;2;1;.;.;.;1;6.25;1;2;405;21.7
139;14;.;.;.;.;.;.;1;6.25;1;2;643.552;22.9
139;14;143.75;1;1;.;.;.;1;6.25;1;2;643.552;22.9
139;16;.;.;.;.;.;.;1;6.25;1;2;699.84;23.8
139;16;150;.;.;.;.;.;1;6.25;1;2;699.84;23.8
139;16.99375;.;.;.;0.952;1;1;1;6.25;1;2;699.84;23.8
139;18;.;.;.;.;.;.;1;6.25;1;2;810.7;23.4
139;21;.;.;.;.;.;.;1;6.25;1;2;1190.72;24
139;23;.;.;.;.;.;.;1;6.25;1;2;1412.964;23.7
139;25;.;.;.;.;.;.;1;6.25;1;2;1460.9375;24.3
139;28;.;.;.;.;.;.;1;6.25;1;2;2075.7935;23.8
139;30;.;.;.;.;.;.;1;6.25;1;2;2359.742;23.7
161;0;.;.;.;.;.;.;1;6.25;1;2;102.602;24.4
161;2;.;.;.;.;.;.;1;6.25;1;2;119.422;24.8
161;3;156.25;.;.;.;.;.;1;6.25;1;2;119.422;24.8
161;4;.;.;.;.;.;.;1;6.25;1;2;234.476;24.8
161;4;156.25;2;1;.;.;.;1;6.25;1;2;234.476;24.8
161;7;.;.;.;.;.;.;1;6.25;1;2;336.518;25.2
161;7;156.25;1;1;.;.;.;1;6.25;1;2;336.518;25.2
161;9;.;.;.;.;.;.;1;6.25;1;2;489.804;25.7
161;9;162.5;1;1;.;.;.;1;6.25;1;2;489.804;25.7
161;10.01041667;.;.;.;551;1;.;1;6.25;1;2;489.804;23.9
161;11;.;.;.;.;.;.;1;6.25;1;2;608.634;23.9
161;11;150;2;1;.;.;.;1;6.25;1;2;608.634;23.9
161;14;.;.;.;.;.;.;1;6.25;1;2;634.644;25.5
161;14;162.5;1;1;.;.;.;1;6.25;1;2;634.644;25.5
161;15.99791667;.;.;.;0.952;1;1;1;6.25;1;2;634.644;26.1
161;16;.;.;.;.;.;.;1;6.25;1;2;810.7;26.1
161;16;162.5;.;.;.;.;.;1;6.25;1;2;810.7;26.1
161;18;.;.;.;.;.;.;1;6.25;1;2;912.525;25.4
161;21;.;.;.;.;.;.;1;6.25;1;2;1320.3125;27
161;23;.;.;.;.;.;.;1;6.25;1;2;1391.868;26.3
161;25;.;.;.;.;.;.;1;6.25;1;2;1639.1385;26.6
161;28;.;.;.;.;.;.;1;6.25;1;2;1912.779;27.6
161;30;.;.;.;.;.;.;1;6.25;1;2;2156.544;27.8
162;0;.;.;.;.;.;.;1;6.25;1;2;103.488;25.6
162;2;.;.;.;.;.;.;1;6.25;1;2;130.977;26.1
162;3;162.5;.;.;.;.;.;1;6.25;1;2;130.977;26.1
162;4;.;.;.;.;.;.;1;6.25;1;2;153.6;25.2
162;4;156.25;2;1;.;.;.;1;6.25;1;2;153.6;25.2
162;7;.;.;.;.;.;.;1;6.25;1;2;220.32;24.3
162;7;150;1;1;.;.;.;1;6.25;1;2;220.32;24.3
162;9;.;.;.;.;.;.;1;6.25;1;2;220.32;24.5
162;9;156.25;1;1;.;.;.;1;6.25;1;2;220.32;24.5
162;10.41180556;.;.;.;55.7;1;.;1;6.25;1;2;220.32;22.6
162;11;.;.;.;.;.;.;1;6.25;1;2;237.1405;22.6
162;11;143.75;2;1;.;.;.;1;6.25;1;2;237.1405;22.6
162;14;.;.;.;.;.;.;1;6.25;1;2;288.99;24
162;14;150;1;1;.;.;.;1;6.25;1;2;288.99;24
162;16;.;.;.;.;.;.;1;6.25;1;2;336;24.7
162;16;156.25;.;.;.;.;.;1;6.25;1;2;336;24.7
162;16.2125;.;.;.;107;1;.;1;6.25;1;2;336;24.7
162;18;.;.;.;.;.;.;1;6.25;1;2;336;23.4
162;21;.;.;.;.;.;.;1;6.25;1;2;490.398;24.2
162;23;.;.;.;.;.;.;1;6.25;1;2;425.27;24.5
162;25;.;.;.;.;.;.;1;6.25;1;2;432.666;24.5
162;28;.;.;.;.;.;.;1;6.25;1;2;585;25.3
162;30;.;.;.;.;.;.;1;6.25;1;2;651.7665;25.9
